2019-08-06 00:07:28.238 febs [scheduling-1] INFO  cc.mrbird.febs.common.task.CacheTask - delete expired user
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'scott' and m.perms is not null and m.perms <> '';
2019-08-06 11:11:41.283 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 2 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='2' ;
2019-08-06 11:11:41.290 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'jack' group by u.username;
2019-08-06 11:11:41.296 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 1 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'jack' and m.perms is not null and m.perms <> '';
2019-08-06 11:11:41.299 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='3' ;
2019-08-06 11:11:41.302 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'test001' group by u.username;
2019-08-06 11:11:41.307 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 2 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'test001' and m.perms is not null and m.perms <> '';
2019-08-06 11:11:41.314 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='6' ;
2019-08-06 11:11:41.319 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'test' group by u.username;
2019-08-06 11:11:41.324 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 2 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'test' and m.perms is not null and m.perms <> '';
2019-08-06 11:11:41.331 febs [main] INFO  p6spy - 2019-08-06 11:11:41 | 耗时 1 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='7' ;
2019-08-06 11:11:41.333 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2019-08-06 11:11:41.335 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2019-08-06 11:11:41.335 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2019-08-06 11:11:41.336 febs [main] INFO  c.m.f.common.runner.StartedUpRunner -                                                       
2019-08-06 11:11:41.337 febs [main] INFO  c.m.f.common.runner.StartedUpRunner - FEBS 启动完毕，时间：2019-08-06T11:11:41.337
2019-08-06 11:12:17.132 febs [http-nio-9527-exec-9] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-08-06 11:12:17.132 febs [http-nio-9527-exec-9] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-08-06 11:12:17.153 febs [http-nio-9527-exec-9] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 20 ms
2019-08-06 11:12:43.050 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
UPDATE rt_user SET last_login_time='2019-08-06T11:12:43.015+0800' WHERE username = 'admin';
2019-08-06 11:12:43.057 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'admin' group by u.username;
2019-08-06 11:12:43.095 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
INSERT INTO t_login_log ( username, login_time, location, ip ) VALUES ( 'admin', '2019-08-06T11:12:43.081+0800', '', '192.168.43.2' );
2019-08-06 11:12:43.261 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,username,password,dept_id,email,mobile,status,create_time,modify_time,last_login_time,ssex,description,avatar,role_id FROM rt_user WHERE username = 'admin';
2019-08-06 11:12:43.283 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 3 ms | SQL 语句：
select r.* from rt_role r where r.role_id = '1';
2019-08-06 11:12:43.602 febs [http-nio-9527-exec-1] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:12:43.607 febs [http-nio-9527-exec-10] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:12:43.631 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 1 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:12:43.636 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:12:43.719 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:12:43.727 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:12:43.732 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:12:43.734 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:12:43 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:12:48.111 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-08-06 11:12:48 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,username,password,dept_id,email,mobile,status,create_time,modify_time,last_login_time,ssex,description,avatar,role_id FROM rt_user WHERE username = 'admin';
2019-08-06 11:12:48.114 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-08-06 11:12:48 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r where r.role_id = '1';
2019-08-06 11:12:48.991 febs [http-nio-9527-exec-8] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:12:48.997 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:12:48 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:12:49.000 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:12:49 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:12:49.004 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:12:49 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:12:49.005 febs [http-nio-9527-exec-5] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:12:49.007 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:12:49 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:12:49.011 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-08-06 11:12:49 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:12:49.016 febs [http-nio-9527-exec-5] INFO  p6spy - 2019-08-06 11:12:49 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:13:03.937 febs [http-nio-9527-exec-3] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:03.999 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-08-06 11:13:03 | 耗时 0 ms | SQL 语句：
INSERT INTO rt_user ( username, password, create_time, description, avatar, role_id ) VALUES ( 'test1024', '3980e4044675f6339248ee0c735c7d72', '2019-08-06T11:13:03.991+0800', '', 'default.jpg', '1' );
2019-08-06 11:13:04.006 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 0 ms | SQL 语句：
INSERT INTO rt_user_role ( user_id, role_id ) VALUES ( 8, 1 );
2019-08-06 11:13:04.010 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 0 ms | SQL 语句：
INSERT INTO rt_user_config ( USER_ID, theme, layout, multi_page, fix_siderbar, fix_header, color ) VALUES ( 8, 'dark', 'side', '0', '1', '1', 'rgb(66, 185, 131)' );
2019-08-06 11:13:04.014 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'test1024' group by u.username;
2019-08-06 11:13:04.018 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 2 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'test1024' and m.perms is not null and m.perms <> '';
2019-08-06 11:13:04.023 febs [http-nio-9527-exec-3] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,theme,layout,multi_page,fix_siderbar,fix_header,color FROM rt_user_config WHERE USER_ID='8' ;
2019-08-06 11:13:04.103 febs [asyncTaskExecutor-1] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 1 ms | SQL 语句：
INSERT INTO t_log ( username, operation, time, method, params, ip, create_time, location ) VALUES ( 'admin', '新增用户', 75, 'cc.mrbird.febs.system.controller.UserController.addUser()', ' user: "User(userId=8, username=test1024, password=3980e4044675f6339248ee0c735c7d72, deptId=null, deptName=null, email=null, mobile=null, status=null, createTime=Tue Aug 06 11:13:03 CST 2019, modifyTime=null, lastLoginTime=null, ssex=null, description=, avatar=default.jpg, roleId=1, roleName=null, sortField=null, sortOrder=null, createTimeFrom=null, createTimeTo=null, id=null)"', '192.168.43.2', '2019-08-06T11:13:04.088+0800', '' );
2019-08-06 11:13:04.142 febs [http-nio-9527-exec-10] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:04.151 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:13:04.154 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 2 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:13:04.157 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:13:04.159 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:04 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:13:26.102 febs [http-nio-9527-exec-6] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:29.144 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
UPDATE rt_user SET last_login_time='2019-08-06T11:13:29.139+0800' WHERE username = 'test1024';
2019-08-06 11:13:29.150 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 3 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'test1024' group by u.username;
2019-08-06 11:13:29.165 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
INSERT INTO t_login_log ( username, login_time, location, ip ) VALUES ( 'test1024', '2019-08-06T11:13:29.161+0800', '', '192.168.43.2' );
2019-08-06 11:13:29.288 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
SELECT USER_ID,username,password,dept_id,email,mobile,status,create_time,modify_time,last_login_time,ssex,description,avatar,role_id FROM rt_user WHERE username = 'test1024';
2019-08-06 11:13:29.292 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r where r.role_id = '1';
2019-08-06 11:13:29.556 febs [http-nio-9527-exec-10] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:29.560 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:13:29.563 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:13:29.569 febs [http-nio-9527-exec-1] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:29.574 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:13:29.576 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:13:29.579 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:13:29.581 febs [http-nio-9527-exec-1] INFO  p6spy - 2019-08-06 11:13:29 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:13:34.633 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-08-06 11:13:34 | 耗时 0 ms | SQL 语句：
UPDATE rt_user SET last_login_time='2019-08-06T11:13:34.630+0800' WHERE username = 'test1024';
2019-08-06 11:13:34.635 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-08-06 11:13:34 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'test1024' group by u.username;
2019-08-06 11:13:34.651 febs [http-nio-9527-exec-9] INFO  p6spy - 2019-08-06 11:13:34 | 耗时 0 ms | SQL 语句：
INSERT INTO t_login_log ( username, login_time, location, ip ) VALUES ( 'test1024', '2019-08-06T11:13:34.639+0800', '', '192.168.64.1' );
2019-08-06 11:13:40.364 febs [http-nio-9527-exec-7] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:40.369 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-08-06 11:13:40 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_role r;
2019-08-06 11:13:40.370 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-08-06 11:13:40 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r ORDER BY ROLE_ID ASC LIMIT 0,10;
2019-08-06 11:13:40.373 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-08-06 11:13:40 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_role r;
2019-08-06 11:13:40.375 febs [http-nio-9527-exec-7] INFO  p6spy - 2019-08-06 11:13:40 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r ORDER BY ROLE_ID ASC LIMIT 0,10;
2019-08-06 11:13:50.852 febs [http-nio-9527-exec-4] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:50.857 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:13:50 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:13:50.858 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:13:50 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:13:50.862 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:13:50 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM rt_user u, rt_role r WHERE u.role_id = r.role_id;
2019-08-06 11:13:50.865 febs [http-nio-9527-exec-4] INFO  p6spy - 2019-08-06 11:13:50 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u.STATUS, u.create_time createTime, u.ssex, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, u.role_id roleId, r.role_name FROM rt_user u , rt_role r WHERE u.role_id = r.role_id ORDER BY userId ASC LIMIT 0,10;
2019-08-06 11:13:50.871 febs [http-nio-9527-exec-2] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:50.874 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-08-06 11:13:50 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:13:50.877 febs [http-nio-9527-exec-2] INFO  p6spy - 2019-08-06 11:13:50 | 耗时 0 ms | SQL 语句：
select r.* from rt_role r;
2019-08-06 11:13:53.772 febs [http-nio-9527-exec-10] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:13:53.783 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:53 | 耗时 7 ms | SQL 语句：
SELECT COUNT(1) FROM rt_role r;
2019-08-06 11:13:53.785 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:53 | 耗时 1 ms | SQL 语句：
select r.* from rt_role r ORDER BY ROLE_ID ASC LIMIT 0,10;
2019-08-06 11:13:53.788 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:53 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM rt_role r;
2019-08-06 11:13:53.790 febs [http-nio-9527-exec-10] INFO  p6spy - 2019-08-06 11:13:53 | 耗时 1 ms | SQL 语句：
select r.* from rt_role r ORDER BY ROLE_ID ASC LIMIT 0,10;
2019-08-06 11:15:32.376 febs [http-nio-9527-exec-8] INFO  c.m.f.common.authentication.JWTUtil - token is valid
2019-08-06 11:15:32.383 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:15:32 | 耗时 0 ms | SQL 语句：
UPDATE rt_user SET username='test1024', modify_time='2019-08-06T11:15:32.379+0800', description='12345超管权限', role_id='1' WHERE USER_ID=8;
2019-08-06 11:15:32.391 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:15:32 | 耗时 1 ms | SQL 语句：
DELETE FROM rt_user_role WHERE user_id = 8;
2019-08-06 11:15:32.393 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:15:32 | 耗时 0 ms | SQL 语句：
INSERT INTO rt_user_role ( user_id, role_id ) VALUES ( 8, 1 );
2019-08-06 11:15:32.395 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:15:32 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.password, u.email, u.mobile, u. STATUS, u.create_time createTime, u.ssex, d.dept_id deptId, d.dept_name deptName, u.AVATAR, u.DESCRIPTION, u.LAST_LOGIN_TIME lastLoginTime, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM rt_user u LEFT JOIN mt_dept d ON (u.dept_id = d.dept_id) LEFT JOIN rt_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN rt_role r ON r.role_id = ur.role_id WHERE u.username = 'test1024' group by u.username;
2019-08-06 11:15:32.399 febs [http-nio-9527-exec-8] INFO  p6spy - 2019-08-06 11:15:32 | 耗时 1 ms | SQL 语句：
select distinct m.perms from rt_role r left join rt_user_role ur on (r.role_id = ur.role_id) left join rt_user u on (u.user_id = ur.user_id) left join rt_role_menu rm on (rm.role_id = r.role_id) left join rt_menu m on (m.menu_id = rm.menu_id) where u.username = 'test1024' and m.perms is not null and m.perms <> '';
2019-08-06 11:15:32.419 febs [asyncTaskExecutor-2] INFO  p6spy - 2019-08-06 11:15:32 | 耗时 0 ms | SQL 语句：
